"","Year","Province","Electoral.District.Name.Nom.de.circonscription","Electoral.District.Number.Numéro.de.circonscription","Candidate.Candidat","Candidate.Residence.Résidence.du.candidat","Candidate.Occupation.Profession.du.candidat","Votes.Obtained.Votes.obtenus","Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus","Majority.Majorité","Majority.Percentage.Pourcentage.de.majorité"
"2158",2015,"Quebec/Québec","Shefford",24072,"Jocelyn Beaudoin Bloc Québécois/Bloc Québécois","Sainte-Cécile-de-Milton, Que./ Qc","Jurist/Juriste",13092,22.2,NA,NA
"2159",2015,"Quebec/Québec","Shefford",24072,"Sylvie Fontaine Conservative/Conservateur","Granby, Que./ Qc","Business woman/Femme d'affaire",7529,12.8,NA,NA
"2160",2015,"Quebec/Québec","Shefford",24072,"Simon McMillan Green Party/Parti Vert","Nepean, Ont.","Stay-at-Home Parent/Parent au foyer",1397,2.4,NA,NA
"2161",2015,"Quebec/Québec","Sherbrooke",24073,"Pierre-Luc Dusseault ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sherbrooke, Que./ Qc","Parliamentarian/Parlementaire",21410,37.4,4339,7.6
"2162",2015,"Quebec/Québec","Sherbrooke",24073,"Thomas ''Tom'' Allen Liberal/Libéral","Sherbrooke, Que./ Qc","Retired/Retraité",17071,29.8,NA,NA
"2163",2015,"Quebec/Québec","Sherbrooke",24073,"Caroline Bouchard Bloc Québécois/Bloc Québécois","Sherbrooke, Que./ Qc","Self-employed /Travailleuse autonome",11717,20.4,NA,NA
"2164",2015,"Quebec/Québec","Sherbrooke",24073,"Marc Dauphin Conservative/Conservateur","Coaticook, Que./ Qc","Doctor/Médecin",5391,9.4,NA,NA
"2165",2015,"Quebec/Québec","Sherbrooke",24073,"Sophie Malouin Green Party/Parti Vert","Midhurst, Ont.","Yoga Instructor/Instructrice de yoga",1143,2,NA,NA
"2166",2015,"Quebec/Québec","Sherbrooke",24073,"Benoit Huberdeau Independent/Indépendant","Sherbrooke, Que./ Qc","Placement Coordinator/Coordonnateur de stages",303,0.5,NA,NA
"2167",2015,"Quebec/Québec","Sherbrooke",24073,"Hubert Richard Rhinoceros/Rhinocéros","Sherbrooke, Que./ Qc","None/Aucune",265,0.5,NA,NA
"2168",2015,"Quebec/Québec","Terrebonne",24075,"Michel Boudrias Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Retired Military Officer/Officier militaire retraité",19238,33,2922,5
"2169",2015,"Quebec/Québec","Terrebonne",24075,"Michèle Audette Liberal/Libéral","Maliotenam, Que./ Qc","Consultant/Consultante",16316,28,NA,NA
"2170",2015,"Quebec/Québec","Terrebonne",24075,"Charmaine Borg ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Terrebonne, Que./ Qc","Parliamentarian/Parlementaire",14928,25.6,NA,NA
"2171",2015,"Quebec/Québec","Terrebonne",24075,"Michel Surprenant Conservative/Conservateur","Terrebonne, Que./ Qc","Storekeeper/Commerçant",6615,11.3,NA,NA
"2172",2015,"Quebec/Québec","Terrebonne",24075,"Susan Moen Green Party/Parti Vert","Black Creek, B.C./ C.-B.","Non Profit Consultant/Consultante",1016,1.7,NA,NA
"2173",2015,"Quebec/Québec","Terrebonne",24075,"Louis Clément Sénat Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Terrebonne, Que./ Qc","Public Servant/Fonctionnaire",171,0.3,NA,NA
"2174",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Ramez Ayoub Liberal/Libéral","Lorraine, Que./ Qc","Mayor/Maire",18281,32.5,3043,5.4
"2175",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Alain Marginean Bloc Québécois/Bloc Québécois","Rosemère, Que./ Qc","Retired education director/Retraité Directeur éducation",15238,27.1,NA,NA
"2176",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Alain Giguère ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sainte-Thérèse, Que./ Qc","Lawyer/Avocat",14022,24.9,NA,NA
"2177",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Manuel Puga Conservative/Conservateur","Québec, Que./ Qc","Businessman/Homme d'affaires",7000,12.4,NA,NA
"2178",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Andrew Carkner Green Party/Parti Vert","Blainville, Que./ Qc","Engineer/Ingénieur",1352,2.4,NA,NA
"2179",2015,"Quebec/Québec","Thérèse-De Blainville",24013,"Daniel Guindon Libertarian/Libertarien","Blainville, Que./ Qc","Crane Operator/Grutier",355,0.6,NA,NA
"2180",2015,"Quebec/Québec","Trois-Rivières",24076,"Robert Aubin ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Trois-Rivières, Que./ Qc","Parliamentarian/Parlementaire",19193,31.8,969,1.6
"2181",2015,"Quebec/Québec","Trois-Rivières",24076,"Yvon Boivin Liberal/Libéral","Trois-Rivières, Que./ Qc","Manager/Gestionnaire",18224,30.2,NA,NA
"2182",2015,"Quebec/Québec","Trois-Rivières",24076,"Dominic Therrien Conservative/Conservateur","Port Moody, B.C./ C.-B.","Lawyer/Avocat",11231,18.6,NA,NA
"2183",2015,"Quebec/Québec","Trois-Rivières",24076,"André Valois Bloc Québécois/Bloc Québécois","Trois-Rivières, Que./ Qc","Retired/Retraité",10249,17,NA,NA
"2184",2015,"Quebec/Québec","Trois-Rivières",24076,"Éric Trottier Green Party/Parti Vert","Trois-Rivières, Que./ Qc","Metallurgy and Metallurgical Eng. Technologist/Technologue génie métallurgique",1032,1.7,NA,NA
"2185",2015,"Quebec/Québec","Trois-Rivières",24076,"Maxime Rousseau Libertarian/Libertarien","Trois-Rivières, Que./ Qc","Computer Technician/Technicien informatique",360,0.6,NA,NA
"2186",2015,"Quebec/Québec","Vaudreuil--Soulanges",24074,"Peter Schiefke Liberal/Libéral","Vaudreuil-sur-le-Lac, Que./ Qc","Al Gore Foundation Director/Directeur de la fondation Al Gore",30550,46.6,15923,24.3
"2187",2015,"Quebec/Québec","Vaudreuil--Soulanges",24074,"Jamie Nicholls ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hudson, Que./ Qc","Parliamentarian/Parlementaire",14627,22.3,NA,NA
"2188",2015,"Quebec/Québec","Vaudreuil--Soulanges",24074,"Vincent François Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Web Adaptation Technician/Technicien en adaptation web",9858,15,NA,NA
"2189",2015,"Quebec/Québec","Vaudreuil--Soulanges",24074,"Marc Boudreau Conservative/Conservateur","Terrebonne, Que./ Qc","Lawyer/Avocat",9048,13.8,NA,NA
"2190",2015,"Quebec/Québec","Vaudreuil--Soulanges",24074,"Jennifer Kaszel Green Party/Parti Vert","L'Île-Perrot, Que./ Qc","Cabinetmaker (Aerospace)/Ébéniste (Aérospatiale)",1445,2.2,NA,NA
"2191",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Marc Miller Liberal/Libéral","Westmount, Que./ Qc","Lawyer/Avocat",25491,50.8,13734,27.4
"2192",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Allison Turner NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Montréal, Que./ Qc","Lawyer/Avocat",11757,23.4,NA,NA
"2193",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Steve Shanahan Conservative/Conservateur","Montréal, Que./ Qc","City Councillor/Conseiller de ville",5948,11.9,NA,NA
"2194",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Chantal St-Onge Bloc Québécois/Bloc Québécois","Saint-Hippolyte, Que./ Qc","Teacher/Enseignante",4307,8.6,NA,NA
"2195",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Daniel Green Green Party/Parti Vert","Montréal, Que./ Qc","Environmentalist/Environnementaliste",2398,4.8,NA,NA
"2196",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"Daniel Wolfe Rhinoceros/Rhinocéros","Verdun, Que./ Qc","Student/Étudiant",161,0.3,NA,NA
"2197",2015,"Quebec/Québec","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs",24077,"William Sloan Communist/Communiste","Montréal, Que./ Qc","Retired (lawyer)/Retraité (ex-avocat)",102,0.2,NA,NA
"2198",2015,"Quebec/Québec","Vimy",24078,"Eva Nassif Liberal/Libéral","Laval, Que./ Qc","Certified Translator/Traductrice Agréée",25082,46.2,13691,25.2
"2199",2015,"Quebec/Québec","Vimy",24078,"France Duhamel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sainte-Thérèse, Que./ Qc","Businesswoman/Femme d'affaires",11391,21,NA,NA
"2200",2015,"Quebec/Québec","Vimy",24078,"Barek Kaddouri Bloc Québécois/Bloc Québécois","Laval, Que./ Qc","Teacher/Enseignant",9068,16.7,NA,NA
"2201",2015,"Quebec/Québec","Vimy",24078,"Anthony Mavros Conservative/Conservateur","Montréal, Que./ Qc","Accountant/Comptable",7262,13.4,NA,NA
"2202",2015,"Quebec/Québec","Vimy",24078,"José Núñez Melo ** Green Party/Parti Vert","Laval, Que./ Qc","Parliamentarian/Parlementaire",1280,2.4,NA,NA
"2203",2015,"Quebec/Québec","Vimy",24078,"Brian Jenkins Christian Heritage Party/Parti de l'Héritage Chrétien","Montréal, Que./ Qc","Recruiter/Recruteur ",260,0.5,NA,NA
"2204",2015,"Ontario","Ajax",35001,"Mark Holland Liberal/Libéral","Ajax, Ont.","Executive Director/Directeur exécutif",31458,55.9,12084,21.5
"2205",2015,"Ontario","Ajax",35001,"Chris Alexander ** Conservative/Conservateur","Ajax, Ont.","Parliamentarian/Parlementaire",19374,34.4,NA,NA
"2206",2015,"Ontario","Ajax",35001,"Stephanie Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ajax, Ont.","Student/Étudiante",4630,8.2,NA,NA
"2207",2015,"Ontario","Ajax",35001,"Jeff Hill Green Party/Parti Vert","Ajax, Ont.","Journalist/Journaliste",788,1.4,NA,NA
"2208",2015,"Ontario","Ajax",35001,"Bob Kesic United Party/Parti Uni","Ajax, Ont.","Self-Employed/Travailleur indépendant",57,0.1,NA,NA
"2209",2015,"Ontario","Algoma--Manitoulin--Kapuskasing",35002,"Carol Hughes ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hanmer, Ont.","Parliamentarian/Parlementaire",16516,39.9,2405,5.8
"2210",2015,"Ontario","Algoma--Manitoulin--Kapuskasing",35002,"Heather Wilson Liberal/Libéral","Espanola, Ont.","Controller/Contrôleuse",14111,34.1,NA,NA
"2211",2015,"Ontario","Algoma--Manitoulin--Kapuskasing",35002,"André Robichaud Conservative/Conservateur","Kapuskasing, Ont.","Economic Development Officer/Agent de développement économique",9820,23.7,NA,NA
"2212",2015,"Ontario","Algoma--Manitoulin--Kapuskasing",35002,"Calvin John Orok Green Party/Parti Vert","White River, Ont.","Kinesiologist/Kinésiologue",927,2.2,NA,NA
"2213",2015,"Ontario","Aurora--Oak Ridges--Richmond Hill",35003,"Leona Alleslev Liberal/Libéral","Richmond Hill, Ont.","Consultant/Consultante",24132,47.3,1093,2.1
"2214",2015,"Ontario","Aurora--Oak Ridges--Richmond Hill",35003,"Costas Menegakis ** Conservative/Conservateur","Richmond Hill, Ont.","Parliamentarian/Parlementaire",23039,45.2,NA,NA
"2215",2015,"Ontario","Aurora--Oak Ridges--Richmond Hill",35003,"Brenda Power NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North York, Ont.","Appeals Officer/Agente d'appels",2912,5.7,NA,NA
"2216",2015,"Ontario","Aurora--Oak Ridges--Richmond Hill",35003,"Randi Ramdeen Green Party/Parti Vert","Toronto, Ont.","Executive administrator/Administrateur exécutif",654,1.3,NA,NA
"2217",2015,"Ontario","Aurora--Oak Ridges--Richmond Hill",35003,"Kyle Bowles Animal Alliance/Environment Voters/Animal Alliance/Environment Voters","Richmond Hill, Ont.","Wildlife Sanctuary/Sanctuaire de la faune",243,0.5,NA,NA
"2218",2015,"Ontario","Barrie--Innisfil",35004,"John Brassard Conservative/Conservateur","Barrie, Ont.","Retired/Retraité",22901,46.4,4593,9.3
"2219",2015,"Ontario","Barrie--Innisfil",35004,"Colin Wilson Liberal/Libéral","Barrie, Ont.","Federal Public Servant - Senior Advisor/Fonctionnaire fédéral - conseiller principal",18308,37.1,NA,NA
"2220",2015,"Ontario","Barrie--Innisfil",35004,"Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Barrie, Ont.","Retired Teacher /Enseignante retraitée",5812,11.8,NA,NA
"2221",2015,"Ontario","Barrie--Innisfil",35004,"Bonnie North Green Party/Parti Vert","Barrie, Ont.","Consultant/Consultante",1991,4,NA,NA
"2222",2015,"Ontario","Barrie--Innisfil",35004,"Gary Nail Christian Heritage Party/Parti de l'Héritage Chrétien","Innisfil, Ont.","Auto Worker/Travailleur de l'automobile",199,0.4,NA,NA
"2223",2015,"Ontario","Barrie--Innisfil",35004,"Jeff Sakula CAP/PAC","Barrie, Ont.","Retired/Retraité",130,0.3,NA,NA
"2224",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Alex Nuttall Conservative/Conservateur","Barrie, Ont.","Financial Services/Services financiers",21091,41.7,86,0.2
"2225",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Brian Tamblyn Liberal/Libéral","Barrie, Ont.","Educator/Éducateur",21005,41.6,NA,NA
"2226",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Ellen White NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Barrie, Ont.","General Manager/Directrice générale",5202,10.3,NA,NA
"2227",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Marty Lancaster Green Party/Parti Vert","Oro-Medonte, Ont.","Teacher/Enseignant",2648,5.2,NA,NA
"2228",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Darren Roskam Libertarian/Libertarien","Barrie, Ont.","Graphic Designer/Graphiste",401,0.8,NA,NA
"2229",2015,"Ontario","Barrie--Springwater--Oro-Medonte",35005,"Ram Faerber Independent/Indépendant","Barrie, Ont.","Business Owner - Operator/Propriétaire et exploitant d'entreprise",188,0.4,NA,NA
"2230",2015,"Ontario","Bay of Quinte/Baie de Quinte",35006,"Neil Ellis Liberal/Libéral","Belleville, Ont.","Business/Entreprise",29281,50.7,9500,16.5
"2231",2015,"Ontario","Bay of Quinte/Baie de Quinte",35006,"Jodie Jenkins Conservative/Conservateur","Belleville, Ont.","Sales Executive/Directeur commercial",19781,34.3,NA,NA
"2232",2015,"Ontario","Bay of Quinte/Baie de Quinte",35006,"Terry Cassidy NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Quinte West, Ont.","Executive Director/Directeur général",7001,12.1,NA,NA
"2233",2015,"Ontario","Bay of Quinte/Baie de Quinte",35006,"Rachel Nelems Green Party/Parti Vert","Hull, Que./ Qc","Candidate Support Administrator/Administratrice de soutien du candidat",1278,2.2,NA,NA
"2234",2015,"Ontario","Bay of Quinte/Baie de Quinte",35006,"Trueman Tuck Independent/Indépendant","Roslin, Ont.","Paralegal / Lobbyist/Parajuriste / Lobbyiste",372,0.6,NA,NA
"2235",2015,"Ontario","Beaches--East York",35007,"Nathaniel Erskine-Smith Liberal/Libéral","Toronto, Ont.","Lawyer/Avocat",27458,49.4,10345,18.6
"2236",2015,"Ontario","Beaches--East York",35007,"Matthew Kellway ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Parliamentarian/Parlementaire",17113,30.8,NA,NA
"2237",2015,"Ontario","Beaches--East York",35007,"Bill Burrows Conservative/Conservateur","Toronto, Ont.","Business Development Manager/Gestionnaire, Développement de l'entreprise",9124,16.4,NA,NA
"2238",2015,"Ontario","Beaches--East York",35007,"Randall Sach Green Party/Parti Vert","Toronto, Ont.","Consultant/Consultant",1433,2.6,NA,NA
"2239",2015,"Ontario","Beaches--East York",35007,"James Sears Independent/Indépendant","Toronto, Ont.","Medical Investigator/Enquêteur médical",254,0.5,NA,NA
"2240",2015,"Ontario","Beaches--East York",35007,"Roger Carter Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Retiree/Retraité",105,0.2,NA,NA
"2241",2015,"Ontario","Beaches--East York",35007,"Peter Surjanac Independent/Indépendant","Toronto, Ont.","Banker/Banquier",43,0.1,NA,NA
"2242",2015,"Ontario","Brampton Centre/Brampton-Centre",35008,"Ramesh Sangha Liberal/Libéral","Brampton, Ont.","Lawyer/Avocat",19277,48.6,5932,15
"2243",2015,"Ontario","Brampton Centre/Brampton-Centre",35008,"Bal Gosal ** Conservative/Conservateur","Brampton, Ont.","Parliamentarian/Parlementaire",13345,33.7,NA,NA
"2244",2015,"Ontario","Brampton Centre/Brampton-Centre",35008,"Rosemary Keenan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Retired Teacher and Principal/Directrice et enseignante retraitée",5993,15.1,NA,NA
"2245",2015,"Ontario","Brampton Centre/Brampton-Centre",35008,"Saul Marquard T. Bottcher Green Party/Parti Vert","Brampton, Ont.","Publisher/Éditeur",844,2.1,NA,NA
"2246",2015,"Ontario","Brampton Centre/Brampton-Centre",35008,"Frank Chilelli Marxist-Leninist/Marxiste-Léniniste","Brampton, Ont.","Teacher/Enseignant",173,0.4,NA,NA
"2247",2015,"Ontario","Brampton East/Brampton-Est",35009,"Raj Grewal Liberal/Libéral","Brampton, Ont.","Lawyer/Avocat",23652,52.3,13010,28.8
"2248",2015,"Ontario","Brampton East/Brampton-Est",35009,"Naval Bajaj Conservative/Conservateur","Brampton, Ont.","Business Consultant/Conseiller en affaires",10642,23.5,NA,NA
"2249",2015,"Ontario","Brampton East/Brampton-Est",35009,"Harbaljit Singh Kahlon NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Project Management Consultant/Conseiller en gestion de projets",10400,23,NA,NA
"2250",2015,"Ontario","Brampton East/Brampton-Est",35009,"Kyle Lacroix Green Party/Parti Vert","Brampton, Ont.","Service Associate/Associé de services",512,1.1,NA,NA
"2251",2015,"Ontario","Brampton North/Brampton-Nord",35010,"Ruby Sahota Liberal/Libéral","Brampton, Ont.","Lawyer/Avocate",23297,48.4,7409,15.4
"2252",2015,"Ontario","Brampton North/Brampton-Nord",35010,"Parm Gill ** Conservative/Conservateur","Brampton, Ont.","Parliamentarian/Parlementaire",15888,33,NA,NA
"2253",2015,"Ontario","Brampton North/Brampton-Nord",35010,"Martin Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Pharmacist/Pharmacien",7946,16.5,NA,NA
"2254",2015,"Ontario","Brampton North/Brampton-Nord",35010,"Pauline Thornham Green Party/Parti Vert","Brampton, Ont.","Teacher/Enseignante",915,1.9,NA,NA
"2255",2015,"Ontario","Brampton North/Brampton-Nord",35010,"Harinderpal Hundal Communist/Communiste","Brampton, Ont.","Transportation/Transport",120,0.2,NA,NA
"2256",2015,"Ontario","Brampton South/Brampton-Sud",35011,"Sonia Sidhu Liberal/Libéral","Brampton, Ont.","Diabetes Educator / Research Coordinator/Éducatrice diabète/Coordonnatrice de la recherche",23681,52.1,7752,17.1
"2257",2015,"Ontario","Brampton South/Brampton-Sud",35011,"Kyle Seeback ** Conservative/Conservateur","Orangeville, Ont.","Parliamentarian/Parlementaire",15929,35,NA,NA
"2258",2015,"Ontario","Brampton South/Brampton-Sud",35011,"Amarjit Sangha NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Television Host/Animateur à la télévision",4843,10.7,NA,NA
"2259",2015,"Ontario","Brampton South/Brampton-Sud",35011,"Shaun Hatton Green Party/Parti Vert","Brampton, Ont.","Director, business development/Directeur, développement d'entreprise",1011,2.2,NA,NA
"2260",2015,"Ontario","Brampton West/Brampton-Ouest",35012,"Kamal Khera Liberal/Libéral","Brampton, Ont.","Registered Nurse/Infirmière autorisée",24256,55.9,11188,25.8
"2261",2015,"Ontario","Brampton West/Brampton-Ouest",35012,"Ninder Thind Conservative/Conservateur","Mississauga, Ont.","Executive Assistant/Adjoint de direction",13068,30.1,NA,NA
"2262",2015,"Ontario","Brampton West/Brampton-Ouest",35012,"Adaoma Patterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brampton, Ont.","Civil Servant/Fonctionnaire",5400,12.4,NA,NA
"2263",2015,"Ontario","Brampton West/Brampton-Ouest",35012,"Karthika Gobinath Green Party/Parti Vert","Brampton, Ont.","Public Servant/Fonctionnaire",674,1.6,NA,NA
"2264",2015,"Ontario","Brantford--Brant",35013,"Phil McColeman ** Conservative/Conservateur","Brantford, Ont.","Parliamentarian/Parlementaire",25874,40.9,6452,10.2
"2265",2015,"Ontario","Brantford--Brant",35013,"Danielle Takacs Liberal/Libéral","Brantford, Ont.","Government relations consultant/Consultante en relations gouvernementales",19422,30.7,NA,NA
"2266",2015,"Ontario","Brantford--Brant",35013,"Marc Laferriere NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Paris, Ont.","Professor/Professeur",15715,24.8,NA,NA
"2267",2015,"Ontario","Brantford--Brant",35013,"Kevin Brandt Green Party/Parti Vert","Brantford, Ont.","Optometric technician/Technicien d'optométrie",1582,2.5,NA,NA
"2268",2015,"Ontario","Brantford--Brant",35013,"Rob Ferguson Libertarian/Libertarien","Brantford, Ont.","Advertiser/Publicitaire",515,0.8,NA,NA
"2269",2015,"Ontario","Brantford--Brant",35013,"The Engineer Turmel Independent/Indépendant","Brantford, Ont.","Banking Systems Engineer/Ingénieur en système, bancaires",164,0.3,NA,NA
"2270",2015,"Ontario","Bruce--Grey--Owen Sound",35014,"Larry Miller ** Conservative/Conservateur","South Bruce Peninsula, Ont.","Parliamentarian/Parlementaire",26297,46.7,4418,7.8
"2271",2015,"Ontario","Bruce--Grey--Owen Sound",35014,"Kimberley Love Liberal/Libéral","Owen Sound, Ont.","Communications consultant/Consultante en communications",21879,38.8,NA,NA
"2272",2015,"Ontario","Bruce--Grey--Owen Sound",35014,"David McLaren NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Neyaashiinigmiing, Ont.","Writer / broadcaster/Auteur / diffuseur",6270,11.1,NA,NA
"2273",2015,"Ontario","Bruce--Grey--Owen Sound",35014,"Chris Albinati Green Party/Parti Vert","Allenford, Ont.","Lawyer/Avocat",1887,3.3,NA,NA
"2274",2015,"Ontario","Burlington",35015,"Karina Gould Liberal/Libéral","Burlington, Ont.","Consultant/Consultante",32229,46,2449,3.5
"2275",2015,"Ontario","Burlington",35015,"Mike Wallace ** Conservative/Conservateur","Burlington, Ont.","Parliamentarian/Parlementaire",29780,42.5,NA,NA
"2276",2015,"Ontario","Burlington",35015,"David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burlington, Ont.","Vice-President CUPE 2314/Vice-président CUPE 2314",6381,9.1,NA,NA
"2277",2015,"Ontario","Burlington",35015,"Vince Fiorito Green Party/Parti Vert","Burlington, Ont.","Information Technology Consultant/Conseiller en technologies de l'information",1710,2.4,NA,NA
"2278",2015,"Ontario","Cambridge",35016,"Bryan May Liberal/Libéral","Cambridge, Ont.","General Manager/Directeur général",23024,43.2,2411,4.5
"2279",2015,"Ontario","Cambridge",35016,"Gary Goodyear ** Conservative/Conservateur","Cambridge, Ont.","Parliamentarian/Parlementaire",20613,38.6,NA,NA
"2280",2015,"Ontario","Cambridge",35016,"Bobbi Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Cambridge, Ont.","Retired Child Protection Worker/Préposée à la protection de l'enfance retraitée",7397,13.9,NA,NA
"2281",2015,"Ontario","Cambridge",35016,"Michele Braniff Green Party/Parti Vert","Cambridge, Ont.","Program Manager/Gestionnaire de programme",1723,3.2,NA,NA
"2282",2015,"Ontario","Cambridge",35016,"Lee Sperduti Independent/Indépendant","Cambridge, Ont.","Automotive Assembler/Assembleur de véhicules automobiles",474,0.9,NA,NA
"2283",2015,"Ontario","Cambridge",35016,"Manuel Couto Marxist-Leninist/Marxiste-Léniniste","Etobicoke, Ont.","Industrial Worker/Travailleur industriel",108,0.2,NA,NA
"2284",2015,"Ontario","Carleton",35088,"Pierre Poilievre Conservative/Conservateur","Greely, Ont.","Parliamentarian/Parlementaire",27762,46.9,1849,3.1
"2285",2015,"Ontario","Carleton",35088,"Chris Rodgers Liberal/Libéral","Kars, Ont.","Policy Analyst/Analyste des politiques",25913,43.7,NA,NA
"2286",2015,"Ontario","Carleton",35088,"Kc Larocque NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ottawa, Ont.","Manager/Gérante",3632,6.1,NA,NA
"2287",2015,"Ontario","Carleton",35088,"Deborah Coyne Green Party/Parti Vert","Ottawa, Ont.","Policy Advisor/Conseillère politique",1932,3.3,NA,NA
"2288",2015,"Ontario","Chatham-Kent--Leamington",35017,"Dave Van Kesteren ** Conservative/Conservateur","Chatham, Ont.","Parliamentarian/Parlementaire",21677,41.7,2326,4.5
"2289",2015,"Ontario","Chatham-Kent--Leamington",35017,"Katie Omstead Liberal/Libéral","Leamington, Ont.","Educator/Éducatrice",19351,37.2,NA,NA
"2290",2015,"Ontario","Chatham-Kent--Leamington",35017,"Tony Walsh NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chatham, Ont.","Business consultant/Conseiller en affaires",9549,18.4,NA,NA
"2291",2015,"Ontario","Chatham-Kent--Leamington",35017,"Mark Vercouteren Green Party/Parti Vert","Blenheim, Ont.","Unemployed/Sans emploi",1394,2.7,NA,NA
"2292",2015,"Ontario","Davenport",35018,"Julie Dzerowicz Liberal/Libéral","Toronto, Ont.","Business Person/Personne d'affaires",21947,44.3,1441,2.9
"2293",2015,"Ontario","Davenport",35018,"Andrew Cash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Toronto, Ont.","Parliamentarian/Parlementaire",20506,41.4,NA,NA
"2294",2015,"Ontario","Davenport",35018,"Carlos Oliveira Conservative/Conservateur","Mississauga, Ont.","Paralegal/Immigration Consultant/Assistant juridique/  Consultant en immigration",5233,10.6,NA,NA
"2295",2015,"Ontario","Davenport",35018,"Dan Stein Green Party/Parti Vert","Toronto, Ont.","Lawyer/Avocat",1530,3.1,NA,NA
"2296",2015,"Ontario","Davenport",35018,"Miguel Figueroa Communist/Communiste","Toronto, Ont.","Leader of Political Party/Chef de parti politique",261,0.5,NA,NA
"2297",2015,"Ontario","Davenport",35018,"Chai Kalevar Independent/Indépendant","Toronto, Ont.","Planetary Patriot/Patriote de la planète",107,0.2,NA,NA
"2298",2015,"Ontario","Don Valley East/Don Valley-Est",35019,"Yasmin Ratansi Liberal/Libéral","Toronto, Ont.","Accountant/Comptable",24048,57.8,11893,28.6
"2299",2015,"Ontario","Don Valley East/Don Valley-Est",35019,"Maureen Harquail Conservative/Conservateur","North York, Ont.","Lawyer/Avocate",12155,29.2,NA,NA
"2300",2015,"Ontario","Don Valley East/Don Valley-Est",35019,"Khalid Ahmed NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Pickering, Ont.","Social Services Worker/Student/Travailleur social/Étudiant",4307,10.4,NA,NA
"2301",2015,"Ontario","Don Valley East/Don Valley-Est",35019,"Laura Elizabeth Sanderson Green Party/Parti Vert","Toronto, Ont.","Retail Management - Food Service/Gestion de détail - services alimentaires",1078,2.6,NA,NA
"2302",2015,"Ontario","Don Valley North/Don Valley-Nord",35020,"Geng Tan Liberal/Libéral","Toronto, Ont.","Chemist/Chimiste",23494,51.4,6215,13.6
"2303",2015,"Ontario","Don Valley North/Don Valley-Nord",35020,"Joe Daniel ** Conservative/Conservateur","Toronto, Ont.","Engineer/Ingénieur",17279,37.8,NA,NA
