"","Year","Province","Electoral.District.Name.Nom.de.circonscription","Electoral.District.Number.Numéro.de.circonscription","Candidate.Candidat","Candidate.Residence.Résidence.du.candidat","Candidate.Occupation.Profession.du.candidat","Votes.Obtained.Votes.obtenus","Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus","Majority.Majorité","Majority.Percentage.Pourcentage.de.majorité"
"3054",2015,"Alberta","Edmonton Riverbend",48018,"Brian Fleck NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Professor/Professeur",9846,17.1,NA,NA
"3055",2015,"Alberta","Edmonton Riverbend",48018,"Valerie Kennedy Green Party/Parti Vert","Edmonton, Alta./ Alb.","Sessional Instructor/Chargée de cours à temps partiel",1275,2.2,NA,NA
"3056",2015,"Alberta","Edmonton Riverbend",48018,"Steven Lack Libertarian/Libertarien","Edmonton, Alta./ Alb.","Student/Étudiant",386,0.7,NA,NA
"3057",2015,"Alberta","Edmonton Strathcona",48019,"Linda Duncan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",24446,44,7051,12.7
"3058",2015,"Alberta","Edmonton Strathcona",48019,"Len Thom Conservative/Conservateur","Edmonton, Alta./ Alb.","Lawyer/Avocat",17395,31.3,NA,NA
"3059",2015,"Alberta","Edmonton Strathcona",48019,"Eleanor Olszewski Liberal/Libéral","Edmonton, Alta./ Alb.","Lawyer/Avocate",11524,20.7,NA,NA
"3060",2015,"Alberta","Edmonton Strathcona",48019,"Jacob K. Binnema Green Party/Parti Vert","Edmonton, Alta./ Alb.","Student/Étudiant",1278,2.3,NA,NA
"3061",2015,"Alberta","Edmonton Strathcona",48019,"Malcolm Stinson Libertarian/Libertarien","Edmonton, Alta./ Alb.","Business owner/Propriétaire d'entreprise",311,0.6,NA,NA
"3062",2015,"Alberta","Edmonton Strathcona",48019,"Ryan Bromsgrove Pirate/Pirate","Edmonton, Alta./ Alb.","Advertising/Publicité",201,0.4,NA,NA
"3063",2015,"Alberta","Edmonton Strathcona",48019,"Donovan Eckstrom Rhinoceros/Rhinocéros","Edmonton, Alta./ Alb.","Warehouse Worker/Travailleur d'entrepôt",133,0.2,NA,NA
"3064",2015,"Alberta","Edmonton Strathcona",48019,"Chris Jones Independent/Indépendant","not available/non disponible","Engineer/Ingénieur",116,0.2,NA,NA
"3065",2015,"Alberta","Edmonton Strathcona",48019,"Andrew Schurman Independent/Indépendant","Edmonton, Alta./ Alb.","Hospitality management/Gestion de l'hospitalité",107,0.2,NA,NA
"3066",2015,"Alberta","Edmonton Strathcona",48019,"Dougal MacDonald Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Instructor/Chargé de cours",93,0.2,NA,NA
"3067",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Kelly McCauley Conservative/Conservateur","Edmonton, Alta./ Alb.","Hotel Manager/Gérant d'hôtel",26370,49.3,7721,14.4
"3068",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Karen Leibovici Liberal/Libéral","Edmonton, Alta./ Alb.","Manager/Administratrice",18649,34.9,NA,NA
"3069",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Heather MacKenzie NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Community Organizer/Organisatrice communautaire",6955,13,NA,NA
"3070",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Pamela Leslie Bryan Green Party/Parti Vert","Edmonton, Alta./ Alb.","Business Person/Femme d'affaires",1037,1.9,NA,NA
"3071",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Alexander Dussault Libertarian/Libertarien","Edmonton, Alta./ Alb.","Retail Management/Gestion commerce de détail",341,0.6,NA,NA
"3072",2015,"Alberta","Edmonton West/Edmonton-Ouest",48020,"Peggy Morton Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Journalist/Journaliste",105,0.2,NA,NA
"3073",2015,"Alberta","Edmonton--Wetaskiwin",48021,"Mike Lake ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",44949,65.8,30289,44.3
"3074",2015,"Alberta","Edmonton--Wetaskiwin",48021,"Jacqueline Biollo Liberal/Libéral","Beaumont, Alta./ Alb.","Consultant/Consultante",14660,21.5,NA,NA
"3075",2015,"Alberta","Edmonton--Wetaskiwin",48021,"Fritz K. Bitz NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Wetaskiwin, Alta./ Alb.","Social Worker/Travailleuse sociale",6645,9.7,NA,NA
"3076",2015,"Alberta","Edmonton--Wetaskiwin",48021,"Joy-Ann Hut Green Party/Parti Vert","Leduc, Alta./ Alb.","Owner / Operator/Propriétaire / exploitante",1595,2.3,NA,NA
"3077",2015,"Alberta","Edmonton--Wetaskiwin",48021,"Brayden Whitlock Libertarian/Libertarien","Edmonton, Alta./ Alb.","Student/Étudiant",495,0.7,NA,NA
"3078",2015,"Alberta","Foothills",48022,"John Barlow ** Conservative/Conservateur","Okotoks, Alta./ Alb.","Parliamentarian/Parlementaire",46166,75.7,38017,62.3
"3079",2015,"Alberta","Foothills",48022,"Tanya MacPherson Liberal/Libéral","Calgary, Alta./ Alb.","Unlicenced associate broker/Courtier associée non immatriculé",8149,13.4,NA,NA
"3080",2015,"Alberta","Foothills",48022,"Alison Thompson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Calgary, Alta./ Alb.","Engineer/Ingénieure ",3919,6.4,NA,NA
"3081",2015,"Alberta","Foothills",48022,"Romy S. Tittel Green Party/Parti Vert","Calgary, Alta./ Alb.","VP Finance/Vice-président aux finances",1983,3.3,NA,NA
"3082",2015,"Alberta","Foothills",48022,"Cory Morgan Libertarian/Libertarien","Priddis, Alta./ Alb.","Restaurant Owner/Propriétaire de restaurant",424,0.7,NA,NA
"3083",2015,"Alberta","Foothills",48022,"Marc Slingerland Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Teacher/Enseignant ",345,0.6,NA,NA
"3084",2015,"Alberta","Fort McMurray--Cold Lake",48023,"David Yurdiga ** Conservative/Conservateur","Fort McMurray, Alta./ Alb.","Parliamentarian/Parlementaire",28625,60.6,15222,32.2
"3085",2015,"Alberta","Fort McMurray--Cold Lake",48023,"Kyle Harrietha Liberal/Libéral","Fort McMurray, Alta./ Alb.","Administrator/Administrateur",13403,28.4,NA,NA
"3086",2015,"Alberta","Fort McMurray--Cold Lake",48023,"Melody Lepine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fort McMurray, Alta./ Alb.","Director/Directeur",3663,7.7,NA,NA
"3087",2015,"Alberta","Fort McMurray--Cold Lake",48023,"Brian Deheer Green Party/Parti Vert","Lac la Biche, Alta./ Alb.","Music Instructor/Professeur de musique",743,1.6,NA,NA
"3088",2015,"Alberta","Fort McMurray--Cold Lake",48023,"Scott Berry Libertarian/Libertarien","Fort McMurray, Alta./ Alb.","Asphalt Lab Technician/Technicien de laboratoire de bitume",552,1.2,NA,NA
"3089",2015,"Alberta","Fort McMurray--Cold Lake",48023,"Roelof Janssen Christian Heritage Party/Parti de l'Héritage Chrétien","Barrhead County No. 11, Alta./ Alb.","Book Publisher/Editeur de livres",280,0.6,NA,NA
"3090",2015,"Alberta","Grande Prairie--Mackenzie",48024,"Chris Warkentin ** Conservative/Conservateur","Grande Prairie, Alta./ Alb.","Parliamentarian/Parlementaire",38895,72.9,31076,58.3
"3091",2015,"Alberta","Grande Prairie--Mackenzie",48024,"Reagan Johnston Liberal/Libéral","Grande Prairie, Alta./ Alb.","Automotive Sales Representative/Représentant des ventes d'automobiles",7819,14.7,NA,NA
"3092",2015,"Alberta","Grande Prairie--Mackenzie",48024,"Saba Mossagizi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Union Organizer/Organisatrice syndicale",4343,8.1,NA,NA
"3093",2015,"Alberta","Grande Prairie--Mackenzie",48024,"James David Friesen Green Party/Parti Vert","Grovedale, Alta./ Alb.","Cleaner/Concierge",1673,3.1,NA,NA
"3094",2015,"Alberta","Grande Prairie--Mackenzie",48024,"Dylan Thompson Libertarian/Libertarien","Grande Prairie, Alta./ Alb.","Retail/Commerce de détail",613,1.1,NA,NA
"3095",2015,"Alberta","Lakeland",48025,"Shannon Stubbs Conservative/Conservateur","Two Hills, Alta./ Alb.","Consultant/Consultant",39882,72.8,32382,59.1
"3096",2015,"Alberta","Lakeland",48025,"Garry Parenteau Liberal/Libéral","Fishing Lake Metis Settlement, Alta./ Alb.","Director Oil & Gas, Fishing Lake Metis/Directeur, huite et gaz, Fishing Lake Metis ",7500,13.7,NA,NA
"3097",2015,"Alberta","Lakeland",48025,"Duane Zaraska NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Elk Point, Alta./ Alb.","Vice President Region II of the Metis Nation of AB/Vice-président région II, de la Métis Nation of AB",5513,10.1,NA,NA
"3098",2015,"Alberta","Lakeland",48025,"Danielle Montgomery Green Party/Parti Vert","Rochester, Alta./ Alb.","Farm Manager/Gestionnaire de ferme",1283,2.3,NA,NA
"3099",2015,"Alberta","Lakeland",48025,"Robert George McFadzean Libertarian/Libertarien","Vermilion, Alta./ Alb.","Retired/Retraité",601,1.1,NA,NA
"3100",2015,"Alberta","Lethbridge",48026,"Rachael Harder Conservative/Conservateur","Lethbridge, Alta./ Alb.","Consultant/Consultante",32321,56.8,20647,36.3
"3101",2015,"Alberta","Lethbridge",48026,"Cheryl Meheden NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lethbridge, Alta./ Alb.","Professor/Professeure",11674,20.5,NA,NA
"3102",2015,"Alberta","Lethbridge",48026,"Mike Pyne Liberal/Libéral","Lethbridge, Alta./ Alb.","Safety, Compliance & HR Officer/Agent de sécurité, conformite et RH",10532,18.5,NA,NA
"3103",2015,"Alberta","Lethbridge",48026,"Kas MacMillan Green Party/Parti Vert","Coalhurst, Alta./ Alb.","Student/Étudiant",1461,2.6,NA,NA
"3104",2015,"Alberta","Lethbridge",48026,"Geoffrey Capp Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Office Administrator/Administrateur de bureau",746,1.3,NA,NA
"3105",2015,"Alberta","Lethbridge",48026,"Solly Krygier-Paine Rhinoceros/Rhinocéros","Lethbridge, Alta./ Alb.","Student/Étudiant",209,0.4,NA,NA
"3106",2015,"Alberta","Medicine Hat--Cardston--Warner",48027,"Jim Hillyer ** Conservative/Conservateur","Raymond, Alta./ Alb.","Parliamentarian/Parlementaire",34849,68.8,25764,50.9
"3107",2015,"Alberta","Medicine Hat--Cardston--Warner",48027,"Glen Allan Liberal/Libéral","Medicine Hat, Alta./ Alb.","College Instructor/Formateur au niveau collégial",9085,17.9,NA,NA
"3108",2015,"Alberta","Medicine Hat--Cardston--Warner",48027,"Erin Weir NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Raymond, Alta./ Alb.","Registered Nurse/Infirmière autorisée",4897,9.7,NA,NA
"3109",2015,"Alberta","Medicine Hat--Cardston--Warner",48027,"Brent Smith Green Party/Parti Vert","Medicine Hat, Alta./ Alb.","College Instructor/Formateur au niveau collégial",1319,2.6,NA,NA
"3110",2015,"Alberta","Medicine Hat--Cardston--Warner",48027,"John Clayton Turner Independent/Indépendant","Munson, Alta./ Alb.","Travel Consultant/Conseiller en voyages",500,1,NA,NA
"3111",2015,"Alberta","Peace River--Westlock",48028,"Arnold Viersen Conservative/Conservateur","Barrhead, Alta./ Alb.","Automotive Service Technician/Travailleur de l‘automobile",34342,69.4,27215,55
"3112",2015,"Alberta","Peace River--Westlock",48028,"Cameron Alexis NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lake Isle, Alta./ Alb.","Semi-retired / Consultant/Semi-retraité / consultant ",7127,14.4,NA,NA
"3113",2015,"Alberta","Peace River--Westlock",48028,"Chris Brown Liberal/Libéral","Faust, Alta./ Alb.","Communications/Communications",6360,12.8,NA,NA
"3114",2015,"Alberta","Peace River--Westlock",48028,"Sabrina Lee Levac Green Party/Parti Vert","Calgary, Alta./ Alb.","Nurse/Infirmière",1247,2.5,NA,NA
"3115",2015,"Alberta","Peace River--Westlock",48028,"Jeremy Sergeew Libertarian/Libertarien","Whitecourt, Alta./ Alb.","Manager/Gérant",443,0.9,NA,NA
"3116",2015,"Alberta","Red Deer--Lacombe",48030,"Blaine Calkins ** Conservative/Conservateur","Lacombe, Alta./ Alb.","Parliamentarian/Parlementaire",43599,70.7,34364,55.7
"3117",2015,"Alberta","Red Deer--Lacombe",48030,"Jeff Rock Liberal/Libéral","Red Deer, Alta./ Alb.","United Church Minister/Ministre de l'Église Unie",9235,15,NA,NA
"3118",2015,"Alberta","Red Deer--Lacombe",48030,"Doug Hart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ponoka, Alta./ Alb.","Registered Nurse/Infirmier autorisé",7055,11.4,NA,NA
"3119",2015,"Alberta","Red Deer--Lacombe",48030,"Les Kuzyk Green Party/Parti Vert","Calgary, Alta./ Alb.","Planning Analyst/Analyste de la planification",1773,2.9,NA,NA
"3120",2015,"Alberta","Red Deer--Mountain View",48029,"Earl Dreeshen ** Conservative/Conservateur","Red Deer County, Alta./ Alb.","Parliamentarian/Parlementaire",46245,74.3,37889,60.9
"3121",2015,"Alberta","Red Deer--Mountain View",48029,"Chandra Lescia Kastern Liberal/Libéral","Red Deer, Alta./ Alb.","Massage Therapist/Administrator/Massothérapeute/Administratice",8356,13.4,NA,NA
"3122",2015,"Alberta","Red Deer--Mountain View",48029,"Paul Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Red Deer, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",5233,8.4,NA,NA
"3123",2015,"Alberta","Red Deer--Mountain View",48029,"Simon Oleny Green Party/Parti Vert","St. Albert, Alta./ Alb.","Coordinator/Administrator/Coordinateur/administrateur",1621,2.6,NA,NA
"3124",2015,"Alberta","Red Deer--Mountain View",48029,"James Walper Libertarian/Libertarien","Red Deer, Alta./ Alb.","Oilfield Worker/Travailleur de champs pétrolifères",445,0.7,NA,NA
"3125",2015,"Alberta","Red Deer--Mountain View",48029,"Scott Milne Pirate/Pirate","Didsbury, Alta./ Alb.","Student/Étudiant",312,0.5,NA,NA
"3126",2015,"Alberta","St. Albert--Edmonton",48031,"Michael Cooper Conservative/Conservateur","St. Albert, Alta./ Alb.","Lawyer/Avocat",26783,45.2,13440,22.7
"3127",2015,"Alberta","St. Albert--Edmonton",48031,"Beatrice Ghettuba Liberal/Libéral","Edmonton, Alta./ Alb.","Chartered Professional Accountant/Comptable professionnel agréée",13343,22.5,NA,NA
"3128",2015,"Alberta","St. Albert--Edmonton",48031,"Brent Rathgeber ** Independent/Indépendant","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",11652,19.7,NA,NA
"3129",2015,"Alberta","St. Albert--Edmonton",48031,"Darlene Malayko NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. Albert, Alta./ Alb.","Transit Operator/Opératrice de véhicule de transport en commun",6609,11.2,NA,NA
"3130",2015,"Alberta","St. Albert--Edmonton",48031,"Andrea Oldham Green Party/Parti Vert","Three Hills, Alta./ Alb.","Organizer/Organisatrice",821,1.4,NA,NA
"3131",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"Garnett Genuis Conservative/Conservateur","Sherwood Park, Alta./ Alb.","Self-Employed / Consulting/Travailleur indépendent / Consultant",42642,63.9,29027,43.5
"3132",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"Rod Frank Liberal/Libéral","Sherwood Park, Alta./ Alb.","Lawyer/Avocat",13615,20.4,NA,NA
"3133",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"Joanne Cave NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sherwood Park, Alta./ Alb.","Public Servant/Fonctionnaire",6540,9.8,NA,NA
"3134",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"Brandie Harrop Green Party/Parti Vert","Sherwood Park, Alta./ Alb.","Homemaker / Activist/Maître de maison / Activiste",1648,2.5,NA,NA
"3135",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"James Ford Independent/Indépendant","Sherwood Park, Alta./ Alb.","Editor, Publisher/Rédacteur, editeur",1563,2.3,NA,NA
"3136",2015,"Alberta","Sherwood Park--Fort Saskatchewan",48032,"Stephen C. Burry Libertarian/Libertarien","Sherwood Park, Alta./ Alb.","Project Lead - Management/Chef de projet - Gestion",678,1,NA,NA
"3137",2015,"Alberta","Sturgeon River--Parkland",48033,"Rona Ambrose ** Conservative/Conservateur","Spruce Grove, Alta./ Alb.","Parliamentarian/Parlementaire",43220,70.2,33634,54.7
"3138",2015,"Alberta","Sturgeon River--Parkland",48033,"Travis Dueck Liberal/Libéral","Edmonton, Alta./ Alb.","Student/Étudiant",9586,15.6,NA,NA
"3139",2015,"Alberta","Sturgeon River--Parkland",48033,"Guy Desforges NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Spruce Grove, Alta./ Alb.","Factory Worker/Ouvrier d'usine",6166,10,NA,NA
"3140",2015,"Alberta","Sturgeon River--Parkland",48033,"Brendon Greene Green Party/Parti Vert","Spruce Grove, Alta./ Alb.","Music Teacher/Professeur de musique",1875,3,NA,NA
"3141",2015,"Alberta","Sturgeon River--Parkland",48033,"Ernest Chauvet Christian Heritage Party/Parti de l'Héritage Chrétien","Sturgeon County, Alta./ Alb.","Self-employed/Travailleur indépendant",690,1.1,NA,NA
"3142",2015,"Alberta","Yellowhead",48034,"Jim Eglinski ** Conservative/Conservateur","Yellowhead County, Alta./ Alb.","Parliamentarian/Parlementaire",37950,72.3,30483,58
"3143",2015,"Alberta","Yellowhead",48034,"Ryan Maguhn Liberal/Libéral","Hinton, Alta./ Alb.","Teacher/Town Councillor/Enseignant/Conseiller municipal",7467,14.2,NA,NA
"3144",2015,"Alberta","Yellowhead",48034,"Ken Kuzminski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Jasper, Alta./ Alb.","Carpenter/Charpentier",4753,9,NA,NA
"3145",2015,"Alberta","Yellowhead",48034,"Sandra Wolf Lange Green Party/Parti Vert","Edmonton, Alta./ Alb.","Designer/Conceptrice",1538,2.9,NA,NA
"3146",2015,"Alberta","Yellowhead",48034,"Cory Lystang Libertarian/Libertarien","Mayerthorpe, Alta./ Alb.","Pressure Truck Operator/Opérateur de camion à pression",817,1.6,NA,NA
"3147",2015,"British Columbia/Colombie-Britannique","Abbotsford",59001,"Ed Fast ** Conservative/Conservateur","Abbotsford, B.C./ C.-B.","Parliamentarian/Parlementaire",23229,48.3,7452,15.5
"3148",2015,"British Columbia/Colombie-Britannique","Abbotsford",59001,"Peter Njenga Liberal/Libéral","Surrey, B.C./ C.-B.","Accountant/Comptable",15777,32.8,NA,NA
"3149",2015,"British Columbia/Colombie-Britannique","Abbotsford",59001,"Jen Martel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Abbotsford, B.C./ C.-B.","Professional Lifeguard and First Aid Instructor/Surveillante-Sauvetrice / Animateur",6593,13.7,NA,NA
"3150",2015,"British Columbia/Colombie-Britannique","Abbotsford",59001,"Stephen Fowler Green Party/Parti Vert","Abbotsford, B.C./ C.-B.","High School Teacher/Enseignant au niveau secondaire",2416,5,NA,NA
"3151",2015,"British Columbia/Colombie-Britannique","Abbotsford",59001,"David MacKay Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./ C.-B.","Retired Postal Worker/Employé des postes retraité ",109,0.2,NA,NA
"3152",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Terry Beech Liberal/Libéral","Burnaby, B.C./ C.-B.","Entrepreneur / Adjunct Professor/Entrepreneur / Professeur auxiliaire",18938,36.1,3401,6.5
"3153",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Carol Baird Ellan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Vancouver, B.C./ C.-B.","Lawyer, Retired/Avocate, Retraitée",15537,29.6,NA,NA
"3154",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Mike Little Conservative/Conservateur","North Vancouver, B.C./ C.-B.","Businessman/Homme d'affaires",14612,27.8,NA,NA
"3155",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Lynne Quarmby Green Party/Parti Vert","Burnaby, B.C./ C.-B.","University Professor/Professeure d'université",2765,5.3,NA,NA
"3156",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Chris Tylor Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Electrical Technologist/Technologue en électricité",252,0.5,NA,NA
"3157",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Helen Hee Soon Chang Independent/Indépendant","New Westminster, B.C./ C.-B.","Researcher/Chercheuse",207,0.4,NA,NA
"3158",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Brent Jantzen Communist/Communiste","Burnaby, B.C./ C.-B.","Longshore Worker/Débardeur",126,0.2,NA,NA
"3159",2015,"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour",59002,"Brian Sproule Marxist-Leninist/Marxiste-Léniniste","Port Moody, B.C./ C.-B.","Retired health care worker/Retraité travailleur de la santé",43,0.1,NA,NA
"3160",2015,"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,"Kennedy Stewart ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Parliamentarian/Parlementaire",16094,35.1,547,1.2
"3161",2015,"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,"Adam Pankratz Liberal/Libéral","Burnaby, B.C./ C.-B.","Banker/Banquier",15547,33.9,NA,NA
"3162",2015,"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,"Grace Seear Conservative/Conservateur","Burnaby, B.C./ C.-B.","Political Staff/Personnel ministériel",12441,27.1,NA,NA
"3163",2015,"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,"Wyatt Tessari Green Party/Parti Vert","Burnaby, B.C./ C.-B.","Engineer/Ingénieur",1306,2.8,NA,NA
"3164",2015,"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud",59003,"Liz Jaluague Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Student/Étudiante",499,1.1,NA,NA
"3165",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Todd Doherty Conservative/Conservateur","Prince George, B.C./ C.-B.","Aviation Consultant/consultant en aéronautique",19688,36.6,2767,5.1
"3166",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Tracy Calogheros Liberal/Libéral","Prince George, B.C./ C.-B.","Chief Executive Officer/Directrice générale",16921,31.5,NA,NA
"3167",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Trent Derrick NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Prince George, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",13879,25.8,NA,NA
"3168",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Richard Edward Jaques Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Instructor/Animateur",1860,3.5,NA,NA
"3169",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Sheldon Clare Independent/Indépendant","Prince George, B.C./ C.-B.","College Instructor/Formateur au niveau collégial",657,1.2,NA,NA
"3170",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Gordon Campbell No Affiliation/Aucune appartenance","Williams Lake, B.C./ C.-B.","Retired/Retraité",402,0.7,NA,NA
"3171",2015,"British Columbia/Colombie-Britannique","Cariboo--Prince George",59004,"Adam De Kroon Christian Heritage Party/Parti de l'Héritage Chrétien","Quesnel, B.C./ C.-B.","Mill Hand/Ouvrier au boyeur",327,0.6,NA,NA
"3172",2015,"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola",59005,"Dan Albas ** Conservative/Conservateur","West Kelowna, B.C./ C.-B.","Parliamentarian/Parlementaire",24517,39.6,1458,2.4
"3173",2015,"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola",59005,"Karley Scott Liberal/Libéral","West Kelowna, B.C./ C.-B.","Lawyer/Avocate",23059,37.2,NA,NA
"3174",2015,"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola",59005,"Angelique Wood NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hedley, B.C./ C.-B.","Coordinator Okanagan-Similkameen HLC/Coordinatrice Okanagan-Similkameen HLC",11961,19.3,NA,NA
"3175",2015,"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola",59005,"Robert Mellalieu Green Party/Parti Vert","West Kelowna, B.C./ C.-B.","Computer Technician/Technicien en informatique",2436,3.9,NA,NA
"3176",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Mark Strahl ** Conservative/Conservateur","Chilliwack, B.C./ C.-B.","Parliamentarian/Parlementaire",21445,42.3,4331,8.5
"3177",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Louis De Jaeger Liberal/Libéral","Chilliwack, B.C./ C.-B.","Self-employed/Restaurant owner/Travailleur indépendant/Propriétaire de restaurant",17114,33.8,NA,NA
"3178",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Seonaigh MacPherson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chilliwack, B.C./ C.-B.","Professor/Professeure",9218,18.2,NA,NA
"3179",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Thomas Cheney Green Party/Parti Vert","Chilliwack, B.C./ C.-B.","Customer Service Representative/Représentant des services à clientèle",2386,4.7,NA,NA
"3180",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Alexander Johnson Libertarian/Libertarien","Chilliwack, B.C./ C.-B.","Artist/Artiste",416,0.8,NA,NA
"3181",2015,"British Columbia/Colombie-Britannique","Chilliwack--Hope",59006,"Dorothy-Jean O'Donnell Marxist-Leninist/Marxiste-Léniniste","Hope, B.C./ C.-B.","Lawyer/Avocate",82,0.2,NA,NA
"3182",2015,"British Columbia/Colombie-Britannique","Cloverdale--Langley City",59007,"John Aldag Liberal/Libéral","Langley, B.C./ C.-B.","Manager - Parks Canada/Gestionnaire - Parcs Canada",24617,45.5,5817,10.8
"3183",2015,"British Columbia/Colombie-Britannique","Cloverdale--Langley City",59007,"Dean Drysdale Conservative/Conservateur","Surrey, B.C./ C.-B.","Entrepreneur / Business Professor/Entrepreneur / Professeur de gestion des affaires",18800,34.8,NA,NA
"3184",2015,"British Columbia/Colombie-Britannique","Cloverdale--Langley City",59007,"Rebecca Smith NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Surrey, B.C./ C.-B.","Consultant/Consultante",8463,15.7,NA,NA
"3185",2015,"British Columbia/Colombie-Britannique","Cloverdale--Langley City",59007,"Scott Anderson Green Party/Parti Vert","Surrey, B.C./ C.-B.","Developer/Developpeur",2195,4.1,NA,NA
"3186",2015,"British Columbia/Colombie-Britannique","Coquitlam--Port Coquitlam",59008,"Ron McKinnon Liberal/Libéral","Port Coquitlam, B.C./ C.-B.","Systems Analyst/Analyste de systèmes",19938,35.3,1855,3.3
