Year,Province,Electoral.District.Name.Nom.de.circonscription,Candidate.Candidat,Candidate.Occupation.Profession.du.candidat,Votes.Obtained.Votes.obtenus,Percentage.of.Votes.Obtained..Pourcentage.des.votes.obtenus, 
2021,Alberta,Banff--Airdrie,Sarah Zagoda NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Mother/Driver/Mère de famille/conductrice,12482,16.2,
2021,Alberta,Banff--Airdrie,David Gamble Liberal/Libéral,Self-Employed/Travailleur indépendant,9572,12.4,
2021,Alberta,Banff--Airdrie,Nadine Wellwood People's Party - PPC/Parti populaire - PPC,Chartered Investment Manager/Gestionnaire de placements agréée,5808,7.5,
2021,Alberta,Banff--Airdrie,Derek Sloan No Affiliation/Aucune appartenance,Parliamentarian/Parlementaire,2020,2.6,
2021,Alberta,Banff--Airdrie,Tariq Elnaga Maverick Party/Maverick Party,Human Resources Consultant/Consultant en ressources humaines,1475,1.9,
2021,Alberta,Banff--Airdrie,Aidan Blum Green Party/Parti Vert,Service Industry Worker/Travailleur du secteur des services,1405,1.8,
2021,Alberta,Banff--Airdrie,Caroline O'Driscoll Independent/Indépendant(e),Barrister and Solicitor/Avocate-procureure,489,0.6,
2021,Alberta,Banff--Airdrie,Ron Voss Independent/Indépendant(e),Retired/À la retraite,60,0.1,
2021,Alberta,Battle River--Crowfoot,Damien Kurek ** Conservative/Conservateur,Parliamentarian/Farmer/Parlementaire/agriculteur,41819,71.3,
2021,Alberta,Battle River--Crowfoot,Tonya Ratushniak NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Registered Psychiatric Nurse/Mental Therapist/Infirmière psychiatrique agréée/thérapeute mentale,5761,9.8,
2021,Alberta,Battle River--Crowfoot,Dennis Trepanier People's Party - PPC/Parti populaire - PPC,Information Management Consultant/Consultant en gestion de l'information,5440,9.3,
2021,Alberta,Battle River--Crowfoot,Leah Diane McLeod Liberal/Libéral,Library Experience Supervisor/Superviseure de l'expérience en bibliothèque,2515,4.3,
2021,Alberta,Battle River--Crowfoot,Jeff Golka Maverick Party/Maverick Party,Realtor/Courtier immobilier,2393,4.1,
2021,Alberta,Battle River--Crowfoot,Daniel Brisbin Green Party/Parti Vert,Lookout Observer (Wildfire)/Observateur (feux de forêt),554,0.9,
2021,Alberta,Battle River--Crowfoot,John Irwin VCP/CAC,Unemployed/Pensioner/Retired/Sans emploi/pensionné/à la retraite,178,0.3,
2021,Alberta,Bow River,Martin Shields ** Conservative/Conservateur,Parliamentarian/Parlementaire,35676,69.8,
2021,Alberta,Bow River,Jonathan Bridges People's Party - PPC/Parti populaire - PPC,Mechanic/Mécanicien,5108,10,
2021,Alberta,Bow River,Michael MacLean NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Office Professional/Professionnel de bureau,4726,9.2,
2021,Alberta,Bow River,Getu Shawile Liberal/Libéral,Professional Engineer/Ingénieur,3869,7.6,
2021,Alberta,Bow River,Orrin Bliss Maverick Party/Maverick Party,Superintendent/Surintendant ,1368,2.7,
2021,Alberta,Bow River,Tom Lipp Christian Heritage Party/Parti de l'Héritage Chrétien,Financial Advisor/Conseiller financier,391,0.8,
2021,Alberta,Calgary Centre/Calgary-Centre,Greg McLean ** Conservative/Conservateur,Parliamentarian/Parlementaire,30375,51.3,
2021,Alberta,Calgary Centre/Calgary-Centre,Sabrina Grover Liberal/Libéral,Consultant/Consultante,17593,29.7,
2021,Alberta,Calgary Centre/Calgary-Centre,Juan Estevez Moreno NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Sales/Vente,9694,16.4,
2021,Alberta,Calgary Centre/Calgary-Centre,Austin Mullins Green Party/Parti Vert,Barista/Barista,971,1.6,
2021,Alberta,Calgary Centre/Calgary-Centre,Dawid Pawlowski Christian Heritage Party/Parti de l'Héritage Chrétien,Preacher/Prédicateur,575,1,
2021,Alberta,Calgary Confederation,Len Webber ** Conservative/Conservateur,Parliamentarian/Parlementaire,28367,46,
2021,Alberta,Calgary Confederation,Murray Sigler Liberal/Libéral,Lawyer and Business Executive/Avocat et chef d'entreprise,17560,28.5,
2021,Alberta,Calgary Confederation,Gulshan Akter NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Business/Affaires,10561,17.1,
2021,Alberta,Calgary Confederation,Edward Gao People's Party - PPC/Parti populaire - PPC,Engineer/Ingénieur,2670,4.3,
2021,Alberta,Calgary Confederation,Natalie Odd Green Party/Parti Vert,Executive Director/Directrice générale,2295,3.7,
2021,Alberta,Calgary Confederation,Kevan Hunter Marxist-Leninist/Marxiste-Léniniste,Teacher/Enseignant,178,0.3,
2021,Alberta,Calgary Forest Lawn,Jasraj Singh Hallan ** Conservative/Conservateur,Parliamentarian/Parlementaire,15434,44.5,
2021,Alberta,Calgary Forest Lawn,Jordan Stein Liberal/Libéral,Entrepreneur/Entrepreneure,9608,27.7,
2021,Alberta,Calgary Forest Lawn,Keira Gunn NDP-New Democratic Party/NPD-Nouveau Parti démocratique,College Instructor/Formatrice au niveau collégial,6254,18.1,
2021,Alberta,Calgary Forest Lawn,Dwayne Holub People's Party - PPC/Parti populaire - PPC,Condominium Manager/Gestionnaire de copropriété,2468,7.1,
2021,Alberta,Calgary Forest Lawn,Carey Rutherford Green Party/Parti Vert,Publisher/Éditeur,699,2,
2021,Alberta,Calgary Forest Lawn,Jonathan Trautman Communist/Communiste,Shipper/Expéditeur,185,0.5,
2021,Alberta,Calgary Heritage,Bob Benzen ** Conservative/Conservateur,Businessman/Homme d'affaires,30870,57.7,
2021,Alberta,Calgary Heritage,Kathleen M. Johnson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retail Manager/Directrice de ventes au détail,9320,17.4,
2021,Alberta,Calgary Heritage,Scott Forsyth Liberal/Libéral,Family Physician/Médecin de famille,8960,16.7,
2021,Alberta,Calgary Heritage,Bailey Bedard People's Party - PPC/Parti populaire - PPC,Restaurant Manager/Directeur de restaurant,2682,5,
2021,Alberta,Calgary Heritage,Malka Labell Green Party/Parti Vert,Business Owner/Propriétaire d'entreprise,766,1.4,
2021,Alberta,Calgary Heritage,Annelise Freeman Maverick Party/Maverick Party,Geologist/Géologue,714,1.3,
2021,Alberta,Calgary Heritage,Mark Dejewski Parti Rhinocéros Party/Parti Rhinocéros Party,Student/Étudiant,230,0.4,
2021,Alberta,Calgary Midnapore,Stephanie Kusie ** Conservative/Conservateur,Parliamentarian/Parlementaire,39147,60.7,
2021,Alberta,Calgary Midnapore,Gurmit Bhachu NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Educator/Éducateur,11826,18.3,
2021,Alberta,Calgary Midnapore,Zarnab Zafar Liberal/Libéral,Student/Étudiante,7947,12.3,
2021,Alberta,Calgary Midnapore,Jonathan Hagel People's Party - PPC/Parti populaire - PPC,Professional Engineer/Ingénieur,3930,6.1,
2021,Alberta,Calgary Midnapore,Shaun T. Pulsifer Green Party/Parti Vert,Theatre Manager/Directeur de théâtre,868,1.3,
2021,Alberta,Calgary Midnapore,Matt Magolan Maverick Party/Maverick Party,Pilot/Pilote,812,1.3,
2021,Alberta,Calgary Nose Hill,Michelle Rempel Garner ** Conservative/Conservateur,Parliamentarian/Parlementaire,28001,55.6,
2021,Alberta,Calgary Nose Hill,Jessica Dale-Walker Liberal/Libéral,Caregiver/Proche aidante,10311,20.5,
2021,Alberta,Calgary Nose Hill,Khalis Ahmed NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Geologist/Géologue,8500,16.9,
2021,Alberta,Calgary Nose Hill,Kyle Scott People's Party - PPC/Parti populaire - PPC,Lawyer/Avocate,2324,4.6,
2021,Alberta,Calgary Nose Hill,Judson Hansell Green Party/Parti Vert,"Journeyman Plumber/Compagnon d'apprentissage, plombier",636,1.3,
2021,Alberta,Calgary Nose Hill,Vanessa Wang Parti Rhinocéros Party/Parti Rhinocéros Party,Laboratory Technician/Technicienne de laboratoire,285,0.6,
2021,Alberta,Calgary Nose Hill,Larry R. Heather Christian Heritage Party/Parti de l'Héritage Chrétien,Radio Show Producer/Réalisateur d'émission de radio,169,0.3,
2021,Alberta,Calgary Nose Hill,Peggy Askin Marxist-Leninist/Marxiste-Léniniste,Telecommunications Worker/Travailleuse en télécommunications,105,0.2,
2021,Alberta,Calgary Nose Hill,Stephen J Garvey National Citizens Alliance/Alliance Nationale Citoyens,Author/Auteur,62,0.1,
2021,Alberta,Calgary Rocky Ridge,Pat Kelly ** Conservative/Conservateur,Parliamentarian/Parlementaire,36034,54.5,
2021,Alberta,Calgary Rocky Ridge,Shahnaz Munir Liberal/Libéral,Teacher/Enseignante,14693,22.2,
2021,Alberta,Calgary Rocky Ridge,Jena Dianne Kieren NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Student/Étudiante,10748,16.3,
2021,Alberta,Calgary Rocky Ridge,Rory MacLeod People's Party - PPC/Parti populaire - PPC,Finance Support Analyst/Analyste de soutien financier,3003,4.5,
2021,Alberta,Calgary Rocky Ridge,Catriona Wright Green Party/Parti Vert,Volunteer Coordinator/Coordonnatrice des bénévoles,1052,1.6,
2021,Alberta,Calgary Rocky Ridge,David Robinson Maverick Party/Maverick Party,Project Coordinator/Coordonnateur de projet,554,0.8,
2021,Alberta,Calgary Shepard,Tom Kmiec ** Conservative/Conservateur,Parliamentarian/Parlementaire,44411,60.4,
2021,Alberta,Calgary Shepard,Raj Jessel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Transit Operator/Opérateur de véhicule de transport en commun,12103,16.5,
2021,Alberta,Calgary Shepard,Cam Macdonald Liberal/Libéral,Unemployed/Sans emploi,10303,14,
2021,Alberta,Calgary Shepard,Ron Vaillant People's Party - PPC/Parti populaire - PPC,Tradesman/Homme de métier,4284,5.8,
2021,Alberta,Calgary Shepard,Evelyn Tanaka Green Party/Parti Vert,Dog Sitter/Gardienne de chien,1300,1.8,
2021,Alberta,Calgary Shepard,Andrea Lee Maverick Party/Maverick Party,Medical Radiation Technologist/Technologue en radiation médicale,874,1.2,
2021,Alberta,Calgary Shepard,Konstantine Muirhead Independent/Indépendant(e),IT Consultant/Consultant en technologie de l'information,228,0.3,
2021,Alberta,Calgary Shepard,Jesse Halmo National Citizens Alliance/Alliance Nationale Citoyens,Self-Employed/Travailleur indépendant,56,0.1,
2021,Alberta,Calgary Signal Hill,Ron Liepert ** Conservative/Conservateur,Consultant/Consultant,35217,59,
2021,Alberta,Calgary Signal Hill,Shawn Duncan Liberal/Libéral,Teacher/Enseignante,11106,18.6,
2021,Alberta,Calgary Signal Hill,Patrick King NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Software Developer/Développeur de logiciels ,8863,14.8,
2021,Alberta,Calgary Signal Hill,Nick Debrey People's Party - PPC/Parti populaire - PPC,Teacher/Enseignant,2859,4.8,
2021,Alberta,Calgary Signal Hill,Keiran Corrigall Green Party/Parti Vert,Management Professional/Professionnel de la gestion,1094,1.8,
2021,Alberta,Calgary Signal Hill,Ajay Copp Maverick Party/Maverick Party,Student/Étudiant,568,1,
2021,Alberta,Calgary Skyview,George Chahal Liberal/Libéral,City Councillor for Ward 5/Conseiller municipal du quartier 5,20092,42.4,
2021,Alberta,Calgary Skyview,Jag Sahota ** Conservative/Conservateur,Parliamentarian/Parlementaire,17111,36.1,
2021,Alberta,Calgary Skyview,Gurinder Singh Gill NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Accountant/Comptable,7690,16.2,
2021,Alberta,Calgary Skyview,Harry Dhillon People's Party - PPC/Parti populaire - PPC,Senior Driver Instructor/Moniteur de conduite principal,1720,3.6,
2021,Alberta,Calgary Skyview,Janna So Green Party/Parti Vert,Homemaker/Personne au foyer,432,0.9,
2021,Alberta,Calgary Skyview,Lee Aquart Independent/Indépendant(e),Business Woman/Femme d'affaires,184,0.4,
2021,Alberta,Calgary Skyview,Daniel Blanchard Marxist-Leninist/Marxiste-Léniniste,Grocery Worker/Employé d'épicerie,111,0.2,
2021,Alberta,Calgary Skyview,Nadeem Rana Centrist/Centriste,Business/Affaires,93,0.2,
2021,Alberta,Edmonton Centre/Edmonton-Centre,Randy Boissonnault Liberal/Libéral,Entrepreneur/Entrepreneur,16560,33.7,
2021,Alberta,Edmonton Centre/Edmonton-Centre,James Cumming ** Conservative/Conservateur,Parliamentarian/Parlementaire,15945,32.4,
2021,Alberta,Edmonton Centre/Edmonton-Centre,Heather MacKenzie NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Executive Director/Directrice générale,14171,28.8,
2021,Alberta,Edmonton Centre/Edmonton-Centre,Brock Crocker People's Party - PPC/Parti populaire - PPC,Business Owner/Propriétaire d'entreprise,2094,4.3,
2021,Alberta,Edmonton Centre/Edmonton-Centre,Valerie Keefe Libertarian/Libertarien,Screenwriter/Scénariste,266,0.5,
2021,Alberta,Edmonton Centre/Edmonton-Centre,Merryn Edwards Marxist-Leninist/Marxiste-Léniniste,Union Representative/Représentante syndicale,112,0.2,
2021,Alberta,Edmonton Griesbach,Blake Desjarlais NDP-New Democratic Party/NPD-Nouveau Parti démocratique,"National Director, Metis Settlements/Directeur national – Metis Settlements",17457,40.5,
2021,Alberta,Edmonton Griesbach,Kerry Diotte ** Conservative/Conservateur,Parliamentarian/Parlementaire,15957,37.1,
2021,Alberta,Edmonton Griesbach,Habiba Mohamud Liberal/Libéral,Researcher with the Government of Alberta/Chercheuse auprès du gouvernement de l'Alberta,5979,13.9,
2021,Alberta,Edmonton Griesbach,Thomas Matty People's Party - PPC/Parti populaire - PPC,Business Owner/Propriétaire d'entreprise,2617,6.1,
2021,Alberta,Edmonton Griesbach,Heather Lau Green Party/Parti Vert,Advocate /Défenseure,538,1.2,
2021,Alberta,Edmonton Griesbach,Morgan Watson Libertarian/Libertarien,Artist/Artiste,268,0.6,
2021,Alberta,Edmonton Griesbach,Alex Boykowich Communist/Communiste,Researcher/Chercheur,140,0.3,
2021,Alberta,Edmonton Griesbach,Mary Joyce Marxist-Leninist/Marxiste-Léniniste,Artist/Artiste,103,0.2,
2021,Alberta,Edmonton Manning,Ziad Aboultaif ** Conservative/Conservateur,Parliamentarian/Parlementaire,20219,41.1,
2021,Alberta,Edmonton Manning,Charmaine St. Germain NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retail Clerk/Commis au détail,14999,30.5,
2021,Alberta,Edmonton Manning,Donna Lynn Smith Liberal/Libéral,Retired Professor of Nursing/Professeure de soins infirmiers à la retraite,10468,21.3,
2021,Alberta,Edmonton Manning,Martin Halvorson People's Party - PPC/Parti populaire - PPC,Manager/Gestionnaire,3407,6.9,
2021,Alberta,Edmonton Manning,Andre Vachon Marxist-Leninist/Marxiste-Léniniste,Pipeline Worker/Travailleur du secteur des pipelines,133,0.3,
2021,Alberta,Edmonton Mill Woods,Tim Uppal ** Conservative/Conservateur,Consultant/Consultant,18392,37.9,
2021,Alberta,Edmonton Mill Woods,Ben Henderson Liberal/Libéral,City Councillor/Conseiller municipal,16499,34,
2021,Alberta,Edmonton Mill Woods,Nigel Logan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,IT Professional/Professionnel de la technologie de l'information,10553,21.8,
2021,Alberta,Edmonton Mill Woods,Paul Edward McCormack People's Party - PPC/Parti populaire - PPC,Self-Employed/Travailleur indépendant,2898,6,
2021,Alberta,Edmonton Mill Woods,Naomi Rankin Communist/Communiste,Retired/À la retraite,172,0.4,
2021,Alberta,Edmonton Riverbend,Matt Jeneroux ** Conservative/Conservateur,parliamentarian/Parlementaire,25702,45.1,
2021,Alberta,Edmonton Riverbend,Tariq Chaudary Liberal/Libéral,Retired IT Professional/Professionnel de la technologie à la retraite,14169,24.9,
2021,Alberta,Edmonton Riverbend,Shawn Gray NDP-New Democratic Party/NPD-Nouveau Parti démocratique,City of Edmonton Public Outreach/Sensibilisation du public de la ville d'Edmonton,14154,24.9,
2021,Alberta,Edmonton Riverbend,Jennifer Peace People's Party - PPC/Parti populaire - PPC,Nurse/Infirmière,2142,3.8,
2021,Alberta,Edmonton Riverbend,Melanie Hoffman Green Party/Parti Vert,Program Manager/Gestionnaire de programme,761,1.3,
2021,Alberta,Edmonton Strathcona,Heather McPherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Parliamentarian/Parlementaire,31690,60.7,
2021,Alberta,Edmonton Strathcona,Tunde Obasan Conservative/Conservateur,Public Servant/Fonctionnaire,13310,25.5,
2021,Alberta,Edmonton Strathcona,Hibo Mohamed Liberal/Libéral,Executive Assistant/Adjointe de direction,3948,7.6,
2021,Alberta,Edmonton Strathcona,Wes Janke People's Party - PPC/Parti populaire - PPC,Teacher/Enseignant,2366,4.5,
2021,Alberta,Edmonton Strathcona,Kelly Green Green Party/Parti Vert,Media Producer/Producteur de médias,634,1.2,
2021,Alberta,Edmonton Strathcona,Malcolm Stinson Libertarian/Libertarien,Construction Contractor/Entrepreneur en construction,275,0.5,
2021,Alberta,Edmonton West/Edmonton-Ouest,Kelly McCauley ** Conservative/Conservateur,Parliamentarian/Parlementaire,25278,45.1,
2021,Alberta,Edmonton West/Edmonton-Ouest,Sandra Hunter NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Technical Training Advisor/Conseillère en formation technique,14190,25.3,
2021,Alberta,Edmonton West/Edmonton-Ouest,Adam Wilson Brown Liberal/Libéral,CEO of a nanotech start-up/PDG – entreprise de nanotechnologie,13016,23.2,
2021,Alberta,Edmonton West/Edmonton-Ouest,Brent Kinzel People's Party - PPC/Parti populaire - PPC,Business Owner/Propriétaire d'entreprise,3354,6,
2021,Alberta,Edmonton West/Edmonton-Ouest,Peggy Morton Marxist-Leninist/Marxiste-Léniniste,Healthcare Worker/Travailleuse de la santé,151,0.3,
2021,Alberta,Edmonton--Wetaskiwin,Mike Lake ** Conservative/Conservateur,Parliamentarian/Parlementaire,48340,55.7,
2021,Alberta,Edmonton--Wetaskiwin,Hugo Charles NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Customer Service Representative/Préposé au service à la clientèle,18259,21,
2021,Alberta,Edmonton--Wetaskiwin,Ron Thiering Liberal/Libéral,Racetrack Promotor/Promoteur d'hippodrome,12229,14.1,
2021,Alberta,Edmonton--Wetaskiwin,Tyler Beauchamp People's Party - PPC/Parti populaire - PPC,Health and Safety Manager/Gestionnaire en santé et sécurité,7670,8.8,
2021,Alberta,Edmonton--Wetaskiwin,Travis Calliou VCP/CAC,Retired/À la retraite,345,0.4,
2021,Alberta,Foothills,John Barlow ** Conservative/Conservateur,Parliamentarian/Parlementaire,44456,69.2,
2021,Alberta,Foothills,Michelle Traxel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Restaurant Owner/Propriétaire de restaurant,7117,11.1,
2021,Alberta,Foothills,Daniel Hunter People's Party - PPC/Parti populaire - PPC,Management Consultant/Consultant en gestion,5111,8,
2021,Alberta,Foothills,Paula Shimp Liberal/Libéral,None/Aucun,4441,6.9,
2021,Alberta,Foothills,Josh Wylie Maverick Party/Maverick Party,Energy Consultant/Consultant en énergie,2289,3.6,
2021,Alberta,Foothills,Brett Rogers Green Party/Parti Vert,Entrepreneur/Entrepreneur,802,1.2,
2021,Alberta,Fort McMurray--Cold Lake,Laila Goodridge Conservative/Conservateur,Parliamentarian/Parlementaire,29242,67.8,
2021,Alberta,Fort McMurray--Cold Lake,Shawn McDonald People's Party - PPC/Parti populaire - PPC,Self-Employed/Travailleur indépendant,5481,12.7,
2021,Alberta,Fort McMurray--Cold Lake,Garnett Robinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,Retired/À la retraite,4377,10.1,
2021,Alberta,Fort McMurray--Cold Lake,Abdifatah Abdi Liberal/Libéral,Oil Sands Worker/Travailleur des sables bitumineux,3060,7.1,
2021,Alberta,Fort McMurray--Cold Lake,Jonathan Meyers Maverick Party/Maverick Party,Post Operator/Opérateur de poste,479,1.1,
2021,Alberta,Fort McMurray--Cold Lake,Brian Deheer Green Party/Parti Vert,Music Instructor/Professeur de musique,423,1,
